Company Name,Address,Tagline,Phone,Established,Years with Us,Profile Link
SWISS SPECIALTY CHEMICALS (PVT) LTD.,"Regency Arcade Mall Road, Punjab, Faisalabad, Pakistan",,9241-2613064 / 2618480 / 2618481,,,https://www.businesslist.pk/company/136117/swiss-specialty-chemicals-pvt-ltd
Tahir International Trading,"3, Chiniot Bazar, Punjab, Faisalabad, Pakistan",,9241-2640783,,,https://www.businesslist.pk/company/91593/tahir-international-trading
TAJ TEXTILE MILLS LTD.,"16, 2nd Floor, Montgomery Bazar, Punjab, Faisalabad, Pakistan",,9241-2610186 / 2617186 / 2639455,,,https://www.businesslist.pk/company/136151/taj-textile-mills-ltd
,,,,,,
TALLAT TRADING COMPANY,"Peoples Colony Jaranwala Road, Punjab, Faisalabad, Pakistan",,9241-8714434 / 8713916,,,https://www.businesslist.pk/company/136156/tallat-trading-company
TAWAKKAL IMPEX,"National Street Jaranwala Road, Punjab, Faisalabad, Pakistan",,9241-8718800,,,https://www.businesslist.pk/company/91633/tawakkal-impex
Tayyab Towel Weaving,"Near By Nemat Abad, Jhang Road, Punjab, Faisalabad, Pakistan",,9241-2659348,,,https://www.businesslist.pk/company/136191/tayyab-towel-weaving
Tayyab Textile Mills Ltd.,"Jinnah Colony, Punjab, Faisalabad, Pakistan",,9241-2633165 / 2633163,,,https://www.businesslist.pk/company/136190/tayyab-textile-mills-ltd
TAZEEM FABRICS,"Khayaban Colony No.1, Punjab, Faisalabad, Pakistan",,9241-8869023 / 8869021 / 8714077,,,https://www.businesslist.pk/company/136192/tazeem-fabrics
TEX VIEW (PVT) LTD.,"Teeka St.#1 Montgomery Bazar, Punjab, Faisalabad, Pakistan",,9241-2618516 / 2618102,,,https://www.businesslist.pk/company/136205/tex-view-pvt-ltd
TEXMECHO FABRICS & PROCESSING MILLS (PVT) LTD.,"Teeka Street #1 Montgomery Bazar, Punjab, Faisalabad, Pakistan",,9241-2618102 / 2631698,,,https://www.businesslist.pk/company/136217/texmecho-fabricsprocessing-mills-pvt-ltd
TEXTILE LABORATORIES,"Bara Dawakhan Bldg.Yarn MarketMontgomery Bazar, Punjab, Faisalabad, Pakistan",,9241-2610164 / 2610744,,,https://www.businesslist.pk/company/136232/textile-laboratories
TEXTILE PARTS TRADERS GROUP,"12-Coop.Bank Building Rail Bazar, Punjab, Faisalabad, Pakistan",,9241-2614351,,,https://www.businesslist.pk/company/136240/textile-parts-traders-group
TEXTRADE CORPORATION,"Commercial Centre No.1 Gulistan Colony No.2, Punjab, Faisalabad, Pakistan",,9241-8788821 / 8788822,,,https://www.businesslist.pk/company/136250/textrade-corporation
TEXTILE MERCHANTS,"Moon Plaza Chiniot Bazar, Punjab, Faisalabad, Pakistan",,9241-2620056 / 2620058,,,https://www.businesslist.pk/company/136236/textile-merchants
TEXSTYLE (PVT) LTD.,"79-Gulistan Market, Railway Rd, Faisalabad, Pakistan",,655424,,,https://www.businesslist.pk/company/207326/texstyle-pvt-ltd
UMAIR SIDDIQUE ENTERPRISES,"3-Malik Road Link Kotwali Road, Punjab, Faisalabad, Pakistan",,9241-2634699 / 2614499,,,https://www.businesslist.pk/company/136336/umair-siddique-enterprises
UMER CHEMICAL,"1st Floor,Ismail Plaza,Sitiana Road, Faisalabad, Pakistan",,(92 41) 8734470,,,https://www.businesslist.pk/company/196104/umer-chemical
Unique Knitting International Garments,"Samundri Road, Punjab, Faisalabad, Pakistan",,9241-665971,,,https://www.businesslist.pk/company/91804/unique-knitting-international-garments
Unique Knitting International Garments (Pvt) Ltd.,"Samundari Road, Punjab, Faisalabad, Pakistan",,9241-2665971 / 2664028 / 2664029,,,https://www.businesslist.pk/company/91805/unique-knitting-international-garments-pvt-ltd
Unity Dyes & Chemicals,"1st Floor The Business Centre New Civil Lines, Punjab, Faisalabad, Pakistan",,9241-4600527 / 4600623,,,https://www.businesslist.pk/company/136374/unity-dyeschemicals
Universal Trade Links,"11-Imran Plaza, Kutchery Bazar, Punjab, Faisalabad, Pakistan",,9241-620916,,,https://www.businesslist.pk/company/136382/universal-trade-links
U.S. IMPEX INTERNATIONAL,"P-115, St.No.4 Karkhana Bazar, Punjab, Faisalabad, Pakistan",,9241-2639353,,,https://www.businesslist.pk/company/136330/us-impex-international
USMAN DYEING,"Sargodha Road, Punjab, Faisalabad, Pakistan",,9241-8868510 / 8868368,,,https://www.businesslist.pk/company/136391/usman-dyeing
,,,,,,
USMAN FABRICS PAKISTAN (PVT) LTD.,"Peoples Colony No.1, Punjab, Faisalabad, Pakistan",,9241-2614248,,,https://www.businesslist.pk/company/136393/usman-fabrics-pakistan-pvt-ltd
Usman Textiles,"Jaranwala Road, Punjab, Faisalabad, Pakistan",,9241-723302,,,https://www.businesslist.pk/company/120039/usman-textiles
USMAN EXPORTS (PVT) LTD.,"6-Officers Colony No.1, Punjab, Faisalabad, Pakistan",,9241-4689320,,,https://www.businesslist.pk/company/136392/usman-exports-pvt-ltd
VICKY KNITWEAR INDUSTRIES (PVT) LTD.,"P-26, Sheikhupura Road, Faisalabad, Pakistan",,53791,,,https://www.businesslist.pk/company/207742/vicky-knitwear-industries-pvt-ltd
Vohra Silk Factory,"Rafiq Burki Market Gole Kutchery Bazar, Punjab, Faisalabad, Pakistan",,9241-2648780 / 2637845 / 4600703,,,https://www.businesslist.pk/company/136427/vohra-silk-factory
Waiz Enterprises (Pvt) Ltd.,"Street No.2 585-Jinnah Colony, Punjab, Faisalabad, Pakistan",,9241-2638864 / 2636864,,,https://www.businesslist.pk/company/91892/waiz-enterprises-pvt-ltd
Waleed Yawar Textiles (Pvt) Ltd.,"209, Sargodha Road, Punjab, Faisalabad, Pakistan",,9241-8789360,,,https://www.businesslist.pk/company/136439/waleed-yawar-textiles-pvt-ltd
WANHAR TEXTILES (PVT) LTD.,"10-K.M.,Jaranwala Road, Faisalabad, Pakistan",,(92 41) 8740454,,,https://www.businesslist.pk/company/196354/wanhar-textiles-pvt-ltd
WARAICH TEXTILE IND. (PVT) LTD.,"387-A,Peoples Colony-II, Faisalabad, Pakistan",,(92 41) 2611491,,,https://www.businesslist.pk/company/196179/waraich-textile-ind-pvt-ltd
WINCO INTERNATIONAL (PVT) LTD.,"Shahzad Market, Satiana Road, Punjab, Faisalabad, Pakistan",,9241-8714465 / 8714565,,,https://www.businesslist.pk/company/136476/winco-international-pvt-ltd
Wintex Export,"Main Road Sarfraz Colony, Punjab, Faisalabad, Pakistan",,9241-8710160,,,https://www.businesslist.pk/company/98981/wintex-export
World Garments Pakistan (Pvt) Ltd.,"Jaranwala Road, Punjab, Faisalabad, Pakistan",,9241-8719920 / 8723302,,,https://www.businesslist.pk/company/91933/world-garments-pakistan-pvt-ltd
WORLD WIDE TRADE TEXTURES,"9-Chenab Market,Susan Road,Madina Town, Faisalabad, Pakistan",,(92 41) 8720913,,,https://www.businesslist.pk/company/196313/world-wide-trade-textures
WORLDOVER ENTERPRISES (PVT) LTD.,"1st Floor, Kabul Cloth Market Mandir Gali No.3, Rail Bazar, Faisalabad, Pakistan",,651580,,,https://www.businesslist.pk/company/207904/worldover-enterprises-pvt-ltd
YASIR SPINNING MILLS LTD.,"Bilal Chowk P.O.Box No.442, Punjab, Faisalabad, Pakistan",,9241-4689145 / 4689141 / 8711997 / 8786419,,,https://www.businesslist.pk/company/136522/yasir-spinning-mills-ltd
Y2k Triming Shop,"Modern Town-B Jail Road, Punjab, Faisalabad, Pakistan",,9241-2641883 / 2641882,,,https://www.businesslist.pk/company/136508/y2k-triming-shop
Y.Z. Associates,"Opp.Municipal DispensaryNoor Pur, Punjab, Faisalabad, Pakistan",,9241-8783639,,,https://www.businesslist.pk/company/91947/yz-associates
Zafar Textile Mills Ltd.,"MCB Building Circular Road, Punjab, Faisalabad, Pakistan",,9241-2624708 / 2617444,,,https://www.businesslist.pk/company/136555/zafar-textile-mills-ltd
ZAHID CORPORATION (PVT) LTD.,"Tika Gali No.1 Montgomery Bazar, Punjab, Faisalabad, Pakistan",,9241-2633865 / 2634392,,,https://www.businesslist.pk/company/136562/zahid-corporation-pvt-ltd
Zahoor Corporation (Pvt) Ltd.,"Sargodha Road P.O.Box: 355, Punjab, Faisalabad, Pakistan",,9241-8714459 / 8714458,,,https://www.businesslist.pk/company/91995/zahoor-corporation-pvt-ltd
,,,,,,
ZAIN TRADING CO.,"111-Gulistan Market Railway Road, Punjab, Faisalabad, Pakistan",,9241-2647315,,,https://www.businesslist.pk/company/136577/zain-trading-co
ZAMAN TRADERS,"Ghulam Muhammad Abad, Punjab, Faisalabad, Pakistan",,9241-2680622,,,https://www.businesslist.pk/company/136597/zaman-traders
ZAMZAM TEXTILE (PVT) LTD.,"Shop 89/90, Commercial Plaza Satyana Road, Faisalabad, Pakistan",,613711,,,https://www.businesslist.pk/company/208024/zamzam-textile-pvt-ltd
ZED TEXTILE (PVT) LTD.,"21-A, Civil Lines, Punjab, Faisalabad, Pakistan",,9241-2641177 / 2618290,,,https://www.businesslist.pk/company/136611/zed-textile-pvt-ltd
ZEE FASHION PRINTING,"Shamas Abad Opp.Cresent Railway Gate Nishat Abad, Punjab, Faisalabad, Pakistan",,9241-8757329 / 8710950,,,https://www.businesslist.pk/company/136613/zee-fashion-printing
ZEPHYR ENGINEERS,"Abdullahpur, Punjab, Faisalabad, Pakistan",,9241-8713545,,,https://www.businesslist.pk/company/136623/zephyr-engineers
AASS HOSIERY,"Blundiya Market Chowk Totianwala Khoh, Punjab, Faisalabad, Pakistan",,9241-2641860,,,https://www.businesslist.pk/company/132317/aass-hosiery
ADEEM DYEING,"Altaf Ghang Jhang Road, Punjab, Faisalabad, Pakistan",,9241-2653283 / 2573260,,,https://www.businesslist.pk/company/132359/adeem-dyeing
A.G. MECHANICAL INDUSTRIES,"Railway Road, Faisalabad, Pakistan",,(92 41) 2628267,,,https://www.businesslist.pk/company/196195/ag-mechanical-industries
A.K. & SONS,"Yarn Market, Punjab, Faisalabad, Pakistan",,9241-2639869,,,https://www.businesslist.pk/company/132292/aksons
Al-ahmed Trade Centre,"Rail Bazar, Punjab, Faisalabad, Pakistan",,9241-2618682 / 2612861,,,https://www.businesslist.pk/company/88074/al-ahmed-trade-centre
AL-AZIZ FACTORY,"Factory Area, Punjab, Faisalabad, Pakistan",,9241-2643319 / 8714258,,,https://www.businesslist.pk/company/132476/al-aziz-factory
AL-HAMMD WEAVING,"Jhumra Road, Punjab, Faisalabad, Pakistan",,9241-8752761,,,https://www.businesslist.pk/company/132509/al-hammd-weaving
AL-HAMAAD ENTERPRISES,"Gulistan Market Railway Road, Punjab, Faisalabad, Pakistan",,9241-2634691,,,https://www.businesslist.pk/company/132500/al-hamaad-enterprises
Al-Hassam Traders,"Office No.18, Mehar S.MarketRailway Road, Punjab, Faisalabad, Pakistan",,9241-2600567,,,https://www.businesslist.pk/company/132514/al-hassam-traders
ALI CHEMICALS,"4-Old Grain Market Rail Bazar, Punjab, Faisalabad, Pakistan",,9241-2622133 / 2644133,,,https://www.businesslist.pk/company/132611/ali-chemicals
ALI TEXTILE TRADERS,"Shop 122, Gulistan MarketRailway Road, Punjab, Faisalabad, Pakistan",,9241-2644359,,,https://www.businesslist.pk/company/132630/ali-textile-traders
Ali Baba Arts,"Street #3 Aminpur Bazar, Punjab, Faisalabad, Pakistan",,9241-8751473,,,https://www.businesslist.pk/company/132610/ali-baba-arts
AL-KHALIL YARN DYING,"Punjab Industry Rd.Akbar Town,Tower Wali Factory,Nishatabad, Faisalabad, Pakistan",,(92 41) 8505630,,,https://www.businesslist.pk/company/196114/al-khalil-yarn-dying
Al-Madina Carpets,"599-A, Jinnah Colony, Punjab, Faisalabad, Pakistan",,9241-2645036,,,https://www.businesslist.pk/company/132530/al-madina-carpets
,,,,,,
Al-Noor Loom Store,"Railway Road, Punjab, Faisalabad, Pakistan",,9241-2641075 / 2644003,,,https://www.businesslist.pk/company/132550/al-noor-loom-store
ANJUM TEXTILE TRADER,"122-Gulistan Market Railway Road, Punjab, Faisalabad, Pakistan",,9241-2611708,,,https://www.businesslist.pk/company/132713/anjum-textile-trader
A.R. HOSIERY,"Ayub Colony Jhung Road, Punjab, Faisalabad, Pakistan",,9241-2654601 / 2654602,,,https://www.businesslist.pk/company/132307/ar-hosiery
ART-N-LINEN,"Peoples Colony #2, Punjab, Faisalabad, Pakistan",,9241-8717640,,,https://www.businesslist.pk/company/132788/art-n-linen
ASHIQ HOSIERY FACTORY,"2-Douglaspura, Punjab, Faisalabad, Pakistan",,9241-2647167,,,https://www.businesslist.pk/company/132819/ashiq-hosiery-factory
ASIM TRADERS,"P-1417 Railway Road, Punjab, Faisalabad, Pakistan",,9241-2625501,,,https://www.businesslist.pk/company/132848/asim-traders
ASLAM HAMEED FABRICS,"#P-45/5,Near Bara Dawakhana,Karkhana Bazar, Faisalabad, Pakistan",,(92 41) 2636860,,,https://www.businesslist.pk/company/195939/aslam-hameed-fabrics
ATHAR ENTERPRISES,"Usman Plaza Opp:Habib Bank Gole Cloth, Punjab, Faisalabad, Pakistan",,9241-2624741,,,https://www.businesslist.pk/company/132869/athar-enterprises
Azam Traders,"#14, Rex City Satyana Road, Punjab, Faisalabad, Pakistan",,9241-8720821,,,https://www.businesslist.pk/company/132912/azam-traders
AZHAN HOSIERY,"71-C Quaid-e-Azam Market, Punjab, Faisalabad, Pakistan",,9241-2635329 / 2646181,,,https://www.businesslist.pk/company/132916/azhan-hosiery
BAHU TEXTILE DYEING,"Maqbool Road, Punjab, Faisalabad, Pakistan",,9241-8718424,,,https://www.businesslist.pk/company/132953/bahu-textile-dyeing
BILAL ENTERPRISES,"1st Floor, Kharkhana Bazar, Punjab, Faisalabad, Pakistan",,9241-2624562,,,https://www.businesslist.pk/company/133003/bilal-enterprises
BILAL KNITTING,"Sheikhupura Road,Near Javed Kanda,Sanat Singh Road, Faisalabad, Pakistan",,(92 41) 3441970,,,https://www.businesslist.pk/company/186568/bilal-knitting
BILAL ENGINEERING INDUSTRIES,"Iron Market, Faisalabad, Pakistan",,(92 41) 2624042,,,https://www.businesslist.pk/company/196217/bilal-engineering-industries
BOOM TEX,"Shop No.10, Sundhay Market, Kharkhana Bazar, Punjab, Faisalabad, Pakistan",,9241-2645348,,,https://www.businesslist.pk/company/133046/boom-tex
BUSINESS CELL ENTERPRISES,"H.No.30, Awami Colony, Punjab, Faisalabad, Pakistan",,9241-2616049,,,https://www.businesslist.pk/company/133067/business-cell-enterprises
BUTT FIBREGLASS CHEMICAL & REPAIRING,"Sitara Market Satiana Road, Punjab, Faisalabad, Pakistan",,9241-8729024,,,https://www.businesslist.pk/company/133070/butt-fibreglass-chemicalrepairing
Cad Studio,"125-B, Peoples Colony No.1 D-Ground, Pizza Shop, Punjab, Faisalabad, Pakistan",,9241-8728161,,,https://www.businesslist.pk/company/133078/cad-studio
CAPITAL CHEMICALS,"Peoples Colony No.2 Maqbool Rd.Opp Tanzeb Textile, Punjab, Faisalabad, Pakistan",,9241-8720710,,,https://www.businesslist.pk/company/133083/capital-chemicals
Carpet City,"Opp:Municipal Degree College Jaranwala Road, Punjab, Faisalabad, Pakistan",,9241-8724428,,,https://www.businesslist.pk/company/133088/carpet-city
,,,,,,
CHAUDHARY GHULAM RASOOL,"Factory Area, Punjab, Faisalabad, Pakistan",,9241-2631198,,,https://www.businesslist.pk/company/133112/chaudhary-ghulam-rasool
Charisma Enterprises,"Model Town C, Punjab, Faisalabad, Pakistan",,9241-2647334 / 2647333,,,https://www.businesslist.pk/company/88685/charisma-enterprises
Chawala Traders,"42/P, Peoples Colony, Punjab, Faisalabad, Pakistan",,9241-2640039,,,https://www.businesslist.pk/company/133119/chawala-traders
CHEMI COLOUR TRADING COMPANY (PVT) LTD.,"Wakeelan Wall Gali #5 Rail Bazar, Punjab, Faisalabad, Pakistan",,9241-2637107 / 2637104 / 2637105 / 2637106,,,https://www.businesslist.pk/company/133126/chemi-colour-trading-company-pvt-ltd
CHIEF TRADERS,"Madina Market Opp Site Sitara Textile Mills Sargodha Road, Punjab, Faisalabad, Pakistan",,9241-8846469,,,https://www.businesslist.pk/company/133137/chief-traders
CHOUDHARY TEX,"Montgomery Bazar, Punjab, Faisalabad, Pakistan",,9241-2621450,,,https://www.businesslist.pk/company/133146/choudhary-tex
ENSHOW POWER LOOMS,"Mehndi Muhalla Phatak,Shah St.,Near Al-Karam Steel Industries,Jhumra Road, Faisalabad, Pakistan",,(92 41) 8755311,,,https://www.businesslist.pk/company/196188/enshow-power-looms
EVERYTEX ENTERPRISES,"Room #6, Katchery Bazar, Punjab, Faisalabad, Pakistan",,9241-2618171,,,https://www.businesslist.pk/company/133402/everytex-enterprises
FAAZLI CORPORATION,"78-Gulistan Market Railway Road, Punjab, Faisalabad, Pakistan",,9241-2635069 / 2630924,,,https://www.businesslist.pk/company/133426/faazli-corporation
FARAN ENGINEERING CO.,"Opp.Ex Octroi Post No.5 Sheikhupura Road, Punjab, Faisalabad, Pakistan",,9241-8751205 / 8752543,,,https://www.businesslist.pk/company/133472/faran-engineering-co
FARAN INTERNATIONAL,"Al-Kuwait Plaza Madina Town, Punjab, Faisalabad, Pakistan",,9241-8711713,,,https://www.businesslist.pk/company/133473/faran-international
Farrakh Trader,"Gulistan Market, Railway Road, Punjab, Faisalabad, Pakistan",,9241-2636181,,,https://www.businesslist.pk/company/133487/farrakh-trader
FOR MAN MEN'S WEAR,"Jhang Bazar, Punjab, Faisalabad, Pakistan",,9241-2633947,,,https://www.businesslist.pk/company/133550/for-man-mens-wear
GENERAL CHEMICALS,"Aminpur Bazar, Punjab, Faisalabad, Pakistan",,9241-2619131,,,https://www.businesslist.pk/company/133617/general-chemicals
Glaxy Sari House,"#16, Railway RoadNear Chartered Bank, Punjab, Faisalabad, Pakistan",,9241-2627787,,,https://www.businesslist.pk/company/89310/glaxy-sari-house
HABIB DYES & CHEMICALS,"Imran Plaza, Street #5 Wakeelan Wali Gali, Punjab, Faisalabad, Pakistan",,9241-2654990,,,https://www.businesslist.pk/company/133765/habib-dyeschemicals
HADI HOSIERY FACTORY,"Dijkot Road, Punjab, Faisalabad, Pakistan",,9241-2614988 / 2644988,,,https://www.businesslist.pk/company/133772/hadi-hosiery-factory
HAMID FAROOQ TEXTILES INTERNATIONAL,"270/1, Razabad, Punjab, Faisalabad, Pakistan",,9241-2691992,,,https://www.businesslist.pk/company/133813/hamid-farooq-textiles-international
HAQ BARA WORKS,"Dar-ul-Ehsan Town Sammundari Road Street L.C.M.School, Punjab, Faisalabad, Pakistan",,9241-8718673,,,https://www.businesslist.pk/company/133821/haq-bara-works
H.M. TRADER,"Maqbool Road, Punjab, Faisalabad, Pakistan",,9241-8722307,,,https://www.businesslist.pk/company/133752/hm-trader
,,,,,,
I.M. ENTERPRISES,"Railway Road, Punjab, Faisalabad, Pakistan",,9241-2614173 / 2622160,,,https://www.businesslist.pk/company/133930/im-enterprises
IMPORIENT CHEMICALS (PVT) LTD.,"Room#3, 2nd Floor, Katchery Bazar, Punjab, Faisalabad, Pakistan",,9241-2636681 / 2636682 / 2642392,,,https://www.businesslist.pk/company/133986/imporient-chemicals-pvt-ltd
Irshad Exports,"Plot No.525, Jarnwala Rd., Punjab, Faisalabad, Pakistan",,9241-8714162 / 8728521,,,https://www.businesslist.pk/company/89685/irshad-exports
JALLIL PROCESSING,"5 Pullian Road, Punjab, Faisalabad, Pakistan",,9241-8868290,,,https://www.businesslist.pk/company/134120/jallil-processing
JAMIL ENGINEERING WORKS,"Nishatabad Opp:Neelam Nylon Mill Sheikhupura Road, Punjab, Faisalabad, Pakistan",,9241-8750941 / 8750741,,,https://www.businesslist.pk/company/134131/jamil-engineering-works
JULLUNDAR HOSIERY FACTORY,"Dijkot Road, Punjab, Faisalabad, Pakistan",,9241-2618326 / 2658326,,,https://www.businesslist.pk/company/134186/jullundar-hosiery-factory
KAUSER HOSIERY,"542 Jinnah Colony, Punjab, Faisalabad, Pakistan",,9241-2616820 / 2635554,,,https://www.businesslist.pk/company/134274/kauser-hosiery
LASANI IRSHAD BEAM WORKS,"Nishatabad, Punjab, Faisalabad, Pakistan",,9241-8750597 / 8750658,,,https://www.businesslist.pk/company/134412/lasani-irshad-beam-works
LOOPER SPECIAL APPARELS,"1st Floor Sitara Shopping Centre Jaranwala Road, Punjab, Faisalabad, Pakistan",,9241-8714467 / 8729324,,,https://www.businesslist.pk/company/134450/looper-special-apparels
LORDS CARPETS,"12-D, Peoples Colony, Punjab, Faisalabad, Pakistan",,9241-8715975,,,https://www.businesslist.pk/company/134451/lords-carpets
MACHCO TEX,"Mahir Sadiq Market Railway Road, Punjab, Faisalabad, Pakistan",,9241-2423014 / 4582286,,,https://www.businesslist.pk/company/134525/machco-tex
MADNI HOISERY,"Jinnah Colony, Punjab, Faisalabad, Pakistan",,9241-2623542,,,https://www.businesslist.pk/company/134539/madni-hoisery
MASHALLAH POLYESTER,"Anarkali Bazar Jhang Bazar, Punjab, Faisalabad, Pakistan",,9241-2638491,,,https://www.businesslist.pk/company/134614/mashallah-polyester
MEHRAN FABRICS (PVT) LTD.,"7-JB, Nalka Kohala Sargodha Road, Punjab, Faisalabad, Pakistan",,9241-8868890 / 8868210,,,https://www.businesslist.pk/company/134659/mehran-fabrics-pvt-ltd
M. ISMAIL TRADERS,"Factory Area, Punjab, Faisalabad, Pakistan",,9241-2643319,,,https://www.businesslist.pk/company/134470/m-ismail-traders
MOON FIBRES MILLS,"Satiana Road, Punjab, Faisalabad, Pakistan",,9241-8531793 / 2640909,,,https://www.businesslist.pk/company/134756/moon-fibres-mills
Morning Printers,"Kiran Plaza Munsha Mohallah, Punjab, Faisalabad, Pakistan",,9241-2643163 / 2622217,,,https://www.businesslist.pk/company/128119/morning-printers
M.S. TRADERS,"94-Gulistan Market Railway Road, Punjab, Faisalabad, Pakistan",,9241-2644917 / 2647380,,,https://www.businesslist.pk/company/134514/ms-traders
MUGHAL COTTON,"Factory Area, Punjab, Faisalabad, Pakistan",,9241-4600521,,,https://www.businesslist.pk/company/134784/mughal-cotton
MUHAMMAD YOUNUS BUTT,"Faware Chowk, Punjab, Faisalabad, Pakistan",,9241-8717559,,,https://www.businesslist.pk/company/90397/muhammad-younus-butt
,,,,,,
MUHAMMAD YAQOOB,"Factory Area, Punjab, Faisalabad, Pakistan",,9241-2644556,,,https://www.businesslist.pk/company/134800/muhammad-yaqoob
